app_id,vehicles_id,fits
11728043,196,1
11738614,224,1
12111876,1097,0
12551030,239,0
11379233,62,1
12305954,259,0
12531233,687,0
11688712,351,1
11567108,35,1
11867875,223,1
12511227,1269,0
11467586,679,0
10685410,234,1
11027743,244,1
11619706,412,1
11441488,593,1
11815463,328,0
11039188,470,1
11823023,608,1
12449035,1438,0
12201762,1388,0
11481886,44,1
11838685,846,1
11379715,203,1
11683880,63,1
11859118,85,1
11774721,351,1
11628008,239,1
12544607,597,0
12516263,1338,0
12168829,1096,0
12416373,954,0
10843726,62,1
11740519,193,0
12094179,1487,0
12397861,767,0
12325301,508,0
11441488,56,1
11086074,296,1
12428729,392,0
12446299,484,0
12251650,298,0
11612372,175,1
11702700,453,1
11445427,897,1
11428029,260,1
10315762,103,1
12528670,539,0
11747582,851,1
12268888,69,0
11693537,252,1
11357126,783,1
12563639,1592,1
12462129,1015,0
12564715,857,0
10977125,105,1
11621090,369,1
12538639,293,0
12049150,662,0
11765549,526,1
12409640,802,0
11823023,349,1
12283951,1332,1
12562586,62,1
12499547,692,0
11626735,202,1
10769590,713,0
11488001,189,1
12283730,1417,0
12359505,949,0
12395433,1488,0
12453951,1058,0
12423274,1364,0
12424918,632,0
12229076,288,0
12462452,1244,0
12551338,347,0
12467030,578,0
10936260,261,1
12483222,1292,0
11538152,507,1
12346973,806,0
12223398,1259,0
11312977,112,1
12511160,290,0
12513144,821,0
11880621,748,0
11785446,26,1
11476681,443,1
11339415,47,1
12442927,170,0
11476702,484,0
11143343,391,1
11482483,62,1
11849690,272,1
11353350,972,0
11370992,139,1
12559067,1468,0
12233160,885,0
11693529,446,1
12144045,519,0
12493511,131,0
11757989,776,1
12449018,375,0
12532876,508,0
11683880,899,1
11692942,230,1
11588003,172,1
11718167,223,1
10869480,268,1
11764023,576,1
11246059,214,1
11563967,555,0
12514191,248,0
11784397,331,0
12286810,405,1
11746541,403,0
12548531,189,0
12022609,1360,0
12395913,120,0
11627290,765,1
12421612,1486,0
12564973,160,0
12563503,87,1
12228495,1538,0
11247893,374,1
11785172,39,1
12416370,1330,0
11560478,470,1
11293320,53,0
12413205,357,0
11596601,323,1
12409023,1413,0
12337740,1215,0
11662534,3,0
12458299,910,0
12503416,1244,0
12378985,1449,0
11368515,323,1
11600128,193,0
10845826,126,1
11388884,135,1
12504874,1156,0
11071404,732,0
11825319,571,1
12309580,1022,0
12548139,736,0
12513934,1404,0
12417144,491,0
11731436,22,0
12542644,1375,0
12563410,206,1
11725044,214,1
10973207,398,1
11827111,301,1
12496833,874,0
11620156,784,1
12236296,438,0
12435934,438,0
11732870,566,1
12404058,676,0
11823023,596,1
12360904,574,0
12564695,1312,0
12330198,1595,0
12538473,635,0
12562546,206,1
11617409,369,1
12053224,781,0
11763862,1253,1
12486527,163,0
12563542,600,1
11129732,577,1
12410844,1603,0
11482508,207,1
12189435,697,0
11567104,1296,0
12485771,250,0
12414138,1317,0
12563432,206,1
11370934,991,0
11841678,492,1
12543618,323,0
11732847,1235,1
12490315,438,0
11785891,304,1
11357861,350,1
11683897,605,1
11285009,263,1
12471384,1012,0
11785891,254,1
12515689,1591,0
11683870,899,1
12563672,714,0
11765549,9,1
11951755,1188,0
12540757,915,0
12306842,710,0
12290333,821,0
12507810,1452,0
12302293,1334,0
11441488,66,1
11593079,206,1
12547712,1507,0
11856422,351,1
11806444,271,1
12245601,834,0
11175464,205,0
11175473,1316,0
12554583,1085,0
12236469,1449,0
12268339,850,0
11780634,657,1
11623095,462,0
10332927,69,0
12381772,142,0
11659234,51,1
12266505,459,0
12523767,357,0
12552651,1267,0
11445424,616,1
11487238,73,1
12563656,319,1
12517671,890,0
12497059,1008,0
11209069,278,1
12261039,1431,0
11595661,394,1
12443990,396,0
12450431,498,0
12197942,483,0
11683880,655,1
12234244,541,0
12374132,1304,0
12418154,372,0
11866054,851,1
12555400,632,0
11885297,452,1
11612324,166,1
11650019,260,1
12438347,868,0
11480122,280,1
11595927,278,1
11763862,1259,1
12488158,741,0
12510094,1220,0
10903393,242,1
12531581,1070,0
11780634,54,1
12536426,1039,0
12486899,239,0
12185230,1470,0
11771304,383,1
11785883,664,1
10989116,340,1
11402298,278,1
12276420,594,0
11265432,1092,0
12022841,1204,0
11865812,442,1
12541173,970,0
12398837,1319,0
12209910,1177,0
12435776,1140,0
12541591,1162,0
12454620,1598,0
11150055,51,1
10860666,184,0
12546110,738,0
12389687,705,0
12540770,924,0
11649107,277,1
12563550,600,1
12380934,1079,0
10636112,226,1
11620154,442,1
12326291,38,0
11335650,41,1
12200126,920,1
12305384,1584,0
11158545,103,1
12089646,1365,0
11868850,1402,1
11420127,568,1
12286957,744,0
12087332,1604,0
12536392,1219,0
11532610,89,1
11868850,616,1
12552062,660,0
12563651,1189,1
11632563,815,0
11111268,16,1
10859454,263,1
12052767,1511,0
11949392,1211,0
11784519,150,1
12286971,259,0
11825296,62,1
11856423,66,1
12554021,1050,0
12475852,523,0
11094258,303,1
12421589,724,0
11642525,838,1
12453554,995,0
11786989,321,1
11785891,686,1
11687076,271,1
12516377,65,0
11609699,208,1
11360424,413,0
11473865,256,1
12299142,1503,0
12559159,140,0
12323155,350,0
12563636,1314,1
12158863,505,0
11864120,40,1
11688787,62,1
11827376,517,1
11616618,62,1
11504561,1382,0
12467182,477,0
11809438,1067,1
12004548,105,0
11162839,423,0
11190243,446,1
11611927,523,1
12169980,1598,0
12381455,1232,0
11840710,927,0
12540553,859,0
11592772,357,1
12506262,519,0
11305552,155,1
11780634,175,1
12253159,1273,0
12502857,1198,0
11416516,571,1
11456801,1331,0
12558439,1498,0
12483135,1008,0
11781017,1326,0
11601993,647,1
11798741,693,1
11763862,871,1
11947533,421,0
11817987,609,1
12452685,199,0
11981165,294,0
11844422,169,1
11858136,834,1
11865805,402,1
12231038,768,0
11623717,817,1
12542881,904,0
11844242,383,1
12381918,1161,0
11344245,787,1
11407199,130,1
11130648,54,1
11785891,1245,1
11612350,497,1
12466335,827,0
10138865,1157,0
11697460,861,1
11227035,50,1
12281970,154,0
11508533,50,1
11572877,63,1
12392136,615,0
12202836,1083,0
12274587,80,0
11938125,1352,0
11751091,467,1
11788052,864,1
11698144,360,1
11713414,175,1
11818315,719,1
12563636,997,1
11563876,196,1
11843413,46,1
11538641,147,1
11635934,89,1
12540092,221,0
11785894,58,1
11263683,69,1
11596587,413,1
11399411,407,1
11632897,467,1
12351032,820,0
12417244,1390,0
11731601,907,1
11706704,221,1
11760636,88,1
11540240,745,0
11823920,396,1
11626852,420,1
11772795,358,1
12055988,10,0
12463865,1480,0
12495177,1298,0
11842838,913,1
12261600,1092,0
12443564,542,0
11612337,12,1
12183652,1455,0
11448129,1575,0
11159087,105,0
12482909,973,0
12475868,266,0
10272280,14,0
12562309,100,0
11786993,276,1
11687614,60,1
10441009,143,1
11788666,870,1
12317332,415,0
12499162,595,0
12122703,5,0
11713181,278,1
12406759,1173,0
11774721,9,1
11425063,150,1
12286827,1292,1
12184299,739,0
11527884,445,1
12446555,1115,0
12421713,436,0
11725141,46,1
11773651,62,1
12517671,1393,0
12541891,1476,0
12337115,103,0
11728100,588,1
12060904,650,0
11847258,937,1
11848960,1108,0
11622927,553,1
11408126,598,1
12054326,44,0
11124274,29,1
11784975,101,1
11849390,47,1
12264392,1108,0
12446082,1466,0
11435202,391,1
11427376,383,1
12562534,206,1
12172347,808,0
12224341,51,0
12144753,214,0
11451253,10,1
12563393,206,1
11564394,6,1
12276618,1257,0
12309869,1221,0
12448542,1145,0
12534580,225,0
11783065,517,1
11785891,810,1
11598834,206,1
11190414,594,1
12553736,1184,0
12566793,564,0
10794233,244,1
11765549,367,1
11862082,50,1
11329089,1487,0
11538656,582,1
12112307,67,0
12544616,228,0
12468589,1031,0
12315615,1298,0
10975593,107,1
11603952,1063,1
12456060,599,0
11860230,16,1
11356376,206,1
11562505,555,1
12053436,1056,0
12463070,278,0
11441407,364,1
11765549,714,1
12563491,1270,1
12562921,369,1
11788091,734,1
11817987,1319,1
11868850,1204,1
12566324,263,0
11711709,349,1
11154316,264,1
11780606,51,1
10975591,794,0
12121061,972,0
11544515,437,0
12383336,756,0
12295636,106,0
11847939,911,1
12276054,1399,0
11525912,1065,0
12209313,197,0
11785891,359,1
12538993,1230,0
12531263,1039,0
11869475,50,1
12537348,1058,0
11534120,1054,0
11859828,1198,1
12475443,443,0
12531826,1172,0
12541016,496,0
10749493,978,0
11143343,348,1
11625833,810,1
12563546,370,1
11620996,565,1
12433392,674,0
11823023,366,1
12359793,236,0
12284764,369,1
11335645,743,1
11784687,32,1
12373157,711,0
12005680,1135,0
12564362,1533,0
12478555,879,0
12411324,1421,0
12263430,226,0
11399411,468,1
12562775,62,1
12281597,453,0
12499032,821,0
12533674,548,0
12557542,1327,0
12407349,1456,0
12375873,197,0
11439743,62,1
12145099,463,0
12458571,602,0
11611530,1409,0
12549401,404,0
11764167,62,1
12249918,1015,0
11789774,383,1
12374935,578,0
12447835,13,0
10446001,147,1
11357813,37,1
12509736,1389,0
12554625,456,0
12563491,864,1
12499982,1495,0
12431443,1460,0
12246966,1266,0
12543025,845,0
12303236,476,0
11373034,784,1
11488551,662,1
11823023,371,1
11441488,208,1
11453938,35,1
12563200,28,1
12034206,145,0
12334342,570,0
11539691,301,1
11194358,636,1
12061985,964,0
11534979,143,1
11486234,303,1
12474011,910,0
12229646,786,0
11381803,54,1
12378546,228,0
11468465,280,1
11865550,58,1
12451431,1063,0
11196686,720,0
12547279,18,0
12286907,618,1
11257704,222,1
12502150,1483,0
11844956,58,1
11827093,240,1
10361710,47,1
12151533,497,0
11657630,571,1
11686853,1199,1
11779790,291,0
12463177,1014,0
11442348,50,1
12474471,1138,0
11842838,413,1
11818676,367,1
11660223,664,1
10849271,69,1
12383765,1194,0
10272272,49,1
11639214,58,1
11449376,300,1
11341271,418,1
12316026,543,0
11568994,362,1
11130086,880,0
11617646,129,1
11037055,451,1
11595662,266,0
11612319,69,1
11859118,649,1
11936657,194,0
11727659,1256,0
10307858,106,1
11823008,299,1
11785891,948,1
11561396,106,1
12380834,116,0
12563327,688,1
12072470,310,0
11323107,375,1
11629395,294,1
10840239,254,1
11780634,90,1
12341977,1439,0
12429507,1456,0
12519279,64,0
12473076,1283,0
11853394,524,1
11751091,156,0
11856985,218,1
11415400,598,0
11281980,43,1
12535166,1069,0
12425785,142,0
12202985,682,0
12405939,1200,0
10859759,388,0
11656271,94,1
12231081,494,0
12261658,797,0
11341261,410,1
12283991,646,1
11625817,1,1
11778667,229,0
12488984,513,0
12426954,832,0
10267071,44,1
11688197,43,1
12397135,974,0
12427766,1031,0
11682583,326,1
11779883,1043,1
12531288,504,0
12563633,1590,1
12544553,1012,0
11810407,350,1
11728906,437,1
11850142,366,1
12288294,300,0
11859828,500,1
11626852,35,0
11820775,25,1
12563150,357,1
12248014,186,0
11445424,106,1
12351053,718,0
12311424,723,0
10827726,136,1
12393553,909,0
11110028,143,1
11678111,753,1
12502799,718,0
11554870,900,1
12470229,1307,0
12200414,194,1
12505754,997,0
12406711,1553,0
11590235,69,1
12283947,1458,1
12519899,490,0
12375654,1546,0
12563568,6,1
12527954,959,0
12562387,367,1
11918815,524,0
12341192,5,0
12438235,29,0
12516183,872,0
12539215,1189,0
12546545,408,0
12071176,1120,0
12562285,50,1
12438891,603,0
11240861,563,0
11779790,256,1
11770664,874,1
12267751,756,0
12528905,891,0
12399347,379,0
11880622,175,1
11817951,187,1
11759929,6,0
11490522,51,1
11867182,208,1
12325301,1078,0
11498691,749,1
11441095,200,1
11687617,60,1
12562863,34,1
12283958,1493,1
11732751,95,1
11817872,843,1
11913239,757,0
12431335,492,0
11600486,50,1
12449718,41,0
12439336,1243,0
11793528,30,1
12388231,1077,0
12325546,106,0
11766767,57,1
11683806,50,1
11613222,299,1
12510571,669,0
11028418,420,1
12268458,319,0
10107874,8,1
12376480,761,0
11785891,478,1
12474974,1599,0
11571270,256,1
12429992,540,0
11868258,1399,1
12555013,594,0
12099404,348,0
11027762,403,1
12349660,121,0
12563633,601,1
11780902,255,1
11763862,8,1
11771829,671,1
12259948,1370,0
11785891,370,1
11724726,42,1
11687603,61,1
11097745,224,1
11222347,62,1
11190279,207,1
12519045,515,0
11563865,334,1
11692942,49,1
10769485,124,1
11878741,319,1
12204066,1573,0
12237299,958,0
12535614,342,0
11774721,12,1
11613405,16,1
12563640,1603,1
11539369,246,1
11370929,646,1
11823023,770,1
11839596,130,1
11854939,744,1
11610458,1191,0
11240803,699,1
11227955,1482,0
12443524,1056,0
11383111,30,1
12562606,523,1
11865822,669,0
12249638,832,0
11627290,57,1
11617674,46,1
12341594,1386,0
12016603,1477,0
11709634,7,1
11772790,54,1
12422839,320,0
11224635,370,1
12361307,49,0
12283597,12,0
11536008,30,1
11680145,146,1
12563152,1154,0
11785891,1264,1
12422457,146,0
11763862,273,1
12562475,278,1
11839348,669,0
12564551,1063,0
12481766,607,0
12283951,1306,1
11780634,647,1
11619704,514,1
11660737,237,1
12207202,633,0
12416924,21,0
12536285,1066,0
10769538,451,0
12136770,61,0
11634741,749,1
12563485,43,1
11811065,683,1
11637850,54,1
11817286,6,1
12323266,1534,0
12421775,69,0
11634625,545,1
10250152,39,1
12099410,1531,0
12434777,108,0
11868850,142,1
12504499,1178,0
12331487,827,0
12303117,1468,0
11538128,58,1
11451184,1,1
11683916,1196,1
12510644,655,0
12562719,50,1
10831454,139,1
12482127,1193,0
12193494,530,0
11480124,571,1
12340296,349,0
12445505,564,0
12556865,1352,0
11627290,458,1
11429665,50,1
11612165,749,1
12562755,688,1
12520209,1440,0
12463160,1286,0
12290377,1191,0
12541154,1119,0
11190264,859,0
11610861,47,1
11151227,280,1
11828178,223,1
12390351,868,0
12179046,665,0
12503065,1230,0
12559182,850,0
11763862,158,1
11652289,226,1
10979758,1116,0
11370946,817,1
12350243,1111,0
11515484,596,0
11561637,989,1
11806850,351,1
12480752,1216,0
12524227,951,0
12137652,128,0
12516985,190,0
11138288,585,1
11469990,375,1
12411317,1602,0
11780634,1138,1
11868850,606,1
11726346,10,1
12416913,888,0
12405567,1217,0
11812760,719,1
12114092,516,0
12562873,206,1
12265129,280,0
12563032,48,1
12494564,252,0
12485788,1549,0
12286827,1028,0
12486197,414,0
11323202,1584,0
12510492,1462,0
10982985,113,1
11817951,765,1
12435870,297,0
11358978,1507,0
12244806,1249,0
12462265,375,0
11659050,159,0
11590225,278,1
12426307,521,0
11763862,479,1
12550361,1174,0
11190697,162,1
11763162,50,1
12358794,582,0
11732877,62,1
12562903,28,1
11774721,81,1
12332358,1161,0
11445421,51,1
10826031,249,1
11680230,466,0
12140965,1129,0
11538539,194,1
11980820,597,0
12406714,807,0
11159210,159,1
11228627,37,0
11651690,230,0
12562785,152,0
12563633,502,1
11694672,253,1
12524638,1278,0
11485481,549,0
12448424,1470,0
12038930,983,0
11662534,139,1
12487602,117,0
12436129,238,0
12373802,1157,0
11806453,889,1
11774263,39,0
12355935,63,0
11660407,509,0
12495547,460,0
11887618,337,1
11747582,43,1
11397139,517,1
11728835,720,0
11792250,1361,0
11817987,370,1
12450509,901,0
12278921,848,0
12563651,1230,1
12352736,1410,0
12461142,217,0
12490498,254,0
11688685,351,1
12333408,470,0
12545489,36,0
12483238,1496,0
12483516,831,0
11787416,437,1
12559212,281,0
11100791,472,1
12551346,479,0
12266170,377,0
10856295,261,1
12552428,1076,0
11731143,321,1
11763862,63,1
11563995,690,1
12054460,1362,0
10871914,269,1
12478474,293,0
11949248,755,0
12322808,896,0
11402231,58,1
10298830,73,1
12556167,406,0
11803675,50,1
11750174,873,1
12563639,331,1
11823162,80,1
12433093,442,0
12566625,745,0
12302447,72,0
11728486,715,0
12268441,1062,0
12206785,201,0
10981079,194,1
12132986,898,0
12537808,169,0
11861545,370,1
12109785,13,0
12522834,461,0
11755359,54,1
11763862,923,1
12441605,796,0
12247911,446,0
12297623,2,0
12530827,209,0
11380117,193,1
11846572,570,1
12341111,1520,0
11650018,260,1
12522861,1214,0
12450878,654,0
11759108,301,1
12234713,457,0
12349479,1154,0
11469926,35,1
12137582,773,0
12532102,439,0
12554228,1520,0
11880727,467,1
12243345,1175,0
11465110,1315,0
11390622,851,1
12555365,1389,0
11785418,684,0
10339146,133,1
11826508,553,1
11748659,54,1
11329068,144,1
12166845,1279,0
12224808,1029,0
12486651,308,0
12454767,94,0
11946620,360,0
12179841,555,0
12253936,1187,0
12411150,945,0
11691007,196,1
11826305,1329,1
12416260,1229,0
12375629,1184,0
12563161,29,1
11768536,472,1
11858927,29,1
11856422,882,1
11822392,144,1
12556175,1250,0
12443425,1132,0
12538526,65,0
11616926,504,0
11823023,789,1
11077768,143,1
11913085,452,0
11622897,668,0
12022009,484,0
12527311,1422,0
12157061,1353,0
12291451,593,0
11774721,30,1
11200801,177,1
12431405,1184,0
11813454,750,1
11810793,24,1
11599387,542,1
12187225,964,0
12388533,1051,0
11731920,223,1
10866081,1568,0
11872037,785,1
12178341,1245,0
11370941,42,1
12539020,1158,0
12251804,763,0
12300607,696,0
11823905,175,1
12383404,877,0
12536122,1587,0
11695887,868,1
12402332,1062,0
11450892,196,1
12183734,1503,0
11679416,521,0
11836737,517,1
11854284,90,1
11864653,949,0
12540106,1009,0
12544135,546,0
11612354,727,0
12527341,1086,0
11611574,271,1
11701998,10,1
11699405,13,0
12530938,743,0
11621090,49,1
11823023,270,1
11785891,1018,1
11330256,523,1
11786415,687,1
12359902,687,0
11846591,195,1
11781030,373,0
11635800,988,0
11865822,584,1
12401080,299,0
11608150,347,0
11399416,397,1
11242234,214,1
11748221,34,1
12550026,58,0
11838685,838,1
11682554,88,1
12544297,33,0
12520106,488,0
11374118,871,1
12566141,1181,0
12225297,213,0
11845570,1140,0
11747582,850,1
12423549,1445,0
11865822,44,1
12550114,1528,0
12547986,1490,0
11848700,211,1
12492681,611,0
12286263,369,1
12513998,727,0
12445294,619,0
12183304,1370,0
11608262,1297,0
12539293,1008,0
11812160,719,1
12227774,1263,0
11475274,119,1
12562773,50,1
11590225,288,1
11868850,1264,1
12379051,730,0
11762204,489,1
12522254,991,0
11613564,50,1
11870266,369,1
12402162,589,0
11840979,391,1
11637824,54,1
11859118,611,1
11360424,1485,0
12341230,790,0
12156176,391,0
11435221,391,1
12375474,1192,0
12520947,119,0
11680271,50,1
12563480,698,1
12405900,1456,0
11880727,281,0
11645611,41,1
11839388,396,0
11870282,179,1
12367893,596,0
11662486,60,1
11709636,62,1
11378628,104,1
11759382,654,0
12283958,1490,1
12357533,617,0
12412044,869,0
12566662,1006,0
12562968,34,1
11825973,467,1
11817974,222,1
11599387,398,1
12382736,282,0
11661258,56,1
12415632,802,0
11868675,278,1
12565025,95,0
11690674,3,1
11762786,277,1
11327525,80,1
12357568,1070,0
11260781,69,1
11878755,360,1
12562352,50,1
11904632,795,0
11774735,524,1
10902202,242,1
12295630,1572,0
11498691,350,1
11478250,957,1
12469016,532,0
12283915,1232,1
12199573,872,0
11683880,351,1
11780634,601,1
11773603,62,1
11540856,445,1
11640985,571,1
11390622,29,1
12052276,730,0
12468018,1254,0
10847422,235,1
12558507,710,0
12547463,757,0
12542838,1453,0
11881130,54,1
12070355,1071,0
12119751,532,0
11373970,202,0
12278748,178,0
11914626,3,0
11868850,452,1
12291449,15,0
12557284,1558,0
12284578,321,1
12388098,516,0
11785891,526,1
11731761,27,1
10311192,113,1
11195366,130,1
11335662,182,1
12283915,1373,1
11931831,1150,0
11110328,135,1
11544382,517,1
11785449,28,1
12469372,1430,0
11614972,49,0
11762788,571,1
12133097,417,0
11871126,511,1
12398292,274,0
10452023,147,1
11511733,84,1
11865702,523,1
11194679,521,0
12286255,1314,1
11742004,849,1
11853781,234,0
12217228,50,0
12243546,1576,0
12563641,209,1
11441488,591,1
12377949,602,0
11680145,1134,1
10863651,44,0
11726929,440,0
11099579,541,1
11450810,509,0
11453566,69,1
12349556,1592,0
12352835,1515,0
10694928,110,1
12515482,256,0
12235530,33,0
12443858,1195,0
11730818,587,1
12481659,540,0
11445424,566,1
12355358,526,0
12460484,1179,0
11230148,307,1
11659753,657,0
11330309,409,0
11157246,336,1
12563633,209,1
12567178,1283,0
12549180,1527,0
12470727,783,0
11554870,300,1
11600219,570,1
11825309,648,1
11614871,319,1
11448905,587,1
